uniqID,pair,j1,j2,class,quant_con,qual_con
AT2G21380-AT4G3905013-14+IR,AT2G21380-AT4G39050,13-14,12-13,+IR,N,N
AT2G21380-AT4G3905015-16+IR,AT2G21380-AT4G39050,15-16,14-15,+IR,N,N
AT2G21380-AT4G3905016-17-ALTA,AT2G21380-AT4G39050,16-17,15-16,-ALTA,N,N
AT2G21380-AT4G3905017-18+IR,AT2G21380-AT4G39050,17-18,16-17,+IR,N,N
AT2G21380-AT4G3905018-19+IR,AT2G21380-AT4G39050,18-19,17-18,+IR,N,N
AT2G21380-AT4G3905019-20-ALTA,AT2G21380-AT4G39050,19-20,18-19,-ALTA,N,N
AT2G21380-AT4G3905019-20+IR,AT2G21380-AT4G39050,19-20,18-19,+IR,N,N
AT2G21380-AT4G3905022-23+IR,AT2G21380-AT4G39050,22-23,21-22,+IR,N,N
AT2G21380-AT4G3905023-24+IR,AT2G21380-AT4G39050,23-24,22-23,+IR,N,N
AT2G21380-AT4G3905024-25+IR,AT2G21380-AT4G39050,24-25,23-24,+IR,N,N
AT2G21380-AT4G390503-4-ALTA,AT2G21380-AT4G39050,3-4,2-3,-ALTA,N,N
AT2G21380-AT4G390503-4+IR,AT2G21380-AT4G39050,3-4,2-3,+IR,N,N
AT2G21380-AT4G390509-10+IR,AT2G21380-AT4G39050,9-10,8-9,+IR,N,N
AT2G21520-AT4G3917010-11+IR,AT2G21520-AT4G39170,10-11,5-6,+IR,N,N
AT2G21520-AT4G3917011-12+IR,AT2G21520-AT4G39170,11-12,6-7,+IR,N,Y
AT2G21520-AT4G391708-9-ALTD,AT2G21520-AT4G39170,8-9,4-5,-ALTD,N,N
AT2G21520-AT4G391708-9+IR,AT2G21520-AT4G39170,8-9,4-5,+IR,N,N
AT2G21590-AT4G3921013-14+IR,AT2G21590-AT4G39210,13-14,13-14,+IR,Y,Y
AT2G21590-AT4G392108-9+IR,AT2G21590-AT4G39210,8-9,8-9,+IR,N,N
AT2G21600-AT4G392202-3+IR,AT2G21600-AT4G39220,2-3,2-3,+IR,N,Y
AT2G21940-AT4G395406-7+IR,AT2G21940-AT4G39540,6-7,6-7,+IR,N,Y
AT2G21940-AT4G395409-10+IR,AT2G21940-AT4G39540,9-10,9-10,+IR,N,Y
AT2G22190-AT4G397702-3+IR,AT2G22190-AT4G39770,2-3,2-3,+IR,N,Y
AT2G22190-AT4G397703-4+IR,AT2G22190-AT4G39770,3-4,3-4,+IR,N,N
AT2G22190-AT4G397704-5+ALTD,AT2G22190-AT4G39770,4-5,4-5,+ALTD,N,N
AT2G22190-AT4G397704-5+IR,AT2G22190-AT4G39770,4-5,4-5,+IR,N,N
AT2G22190-AT4G397705-6-ALTA,AT2G22190-AT4G39770,5-6,5-6,-ALTA,N,N
AT2G22190-AT4G397705-6+ALTA,AT2G22190-AT4G39770,5-6,5-6,+ALTA,N,N
AT2G22190-AT4G397705-6+IR,AT2G22190-AT4G39770,5-6,5-6,+IR,N,Y
AT2G22190-AT4G397706-7+IR,AT2G22190-AT4G39770,6-7,6-7,+IR,N,Y
AT2G22190-AT4G397709-10+IR,AT2G22190-AT4G39770,9-10,9-10,+IR,Y,Y
AT2G22230-AT5G101603-4+IR,AT2G22230-AT5G10160,3-4,3-4,+IR,N,N
AT2G22310-AT4G399103-4+IR,AT2G22310-AT4G39910,3-4,2-3,+IR,N,N
AT2G22310-AT4G399104-5+IR,AT2G22310-AT4G39910,4-5,3-4,+IR,Y,Y
AT2G22310-AT4G399105-6+IR,AT2G22310-AT4G39910,5-6,4-5,+IR,N,Y
AT2G22330-AT4G399501-2+IR,AT2G22330-AT4G39950,1-2,1-2,+IR,N,Y
AT2G22360-AT4G399604-5+IR,AT2G22360-AT4G39960,4-5,4-5,+IR,N,Y
AT2G22360-AT4G399605-6+IR,AT2G22360-AT4G39960,5-6,5-6,+IR,N,Y
AT2G22360-AT4G399606-7+IR,AT2G22360-AT4G39960,6-7,6-7,+IR,N,N
AT2G22360-AT4G399607-8+IR,AT2G22360-AT4G39960,7-8,7-8,+IR,Y,Y
AT2G22660-AT4G379002-3+IR,AT2G22660-AT4G37900,2-3,2-3,+IR,N,N
AT2G22660-AT4G379003-4+IR,AT2G22660-AT4G37900,3-4,3-4,+IR,N,N
AT2G22800-AT4G377901-2-ALTD,AT2G22800-AT4G37790,1-2,1-2,-ALTD,N,N
AT2G22800-AT4G377901-2+IR,AT2G22800-AT4G37790,1-2,1-2,+IR,N,Y
AT2G22800-AT4G377902-3+IR,AT2G22800-AT4G37790,2-3,2-3,+IR,N,Y
AT2G22810-AT4G377702-3+IR,AT2G22810-AT4G37770,2-3,2-3,+IR,N,N
AT2G22830-AT4G377601-2+ALTD,AT2G22830-AT4G37760,1-2,1-2,+ALTD,N,N
AT2G22830-AT4G377601-2+IR,AT2G22830-AT4G37760,1-2,1-2,+IR,N,Y
AT2G22830-AT4G377602-3+ALTA,AT2G22830-AT4G37760,2-3,2-3,+ALTA,N,N
AT2G22830-AT4G377602-3+IR,AT2G22830-AT4G37760,2-3,2-3,+IR,N,Y
AT2G22830-AT4G377603-4+IR,AT2G22830-AT4G37760,3-4,3-4,+IR,N,Y
AT2G22830-AT4G377605-6+IR,AT2G22830-AT4G37760,5-6,5-6,+IR,N,Y
AT2G22840-AT4G377402-3+IR,AT2G22840-AT4G37740,2-3,2-3,+IR,N,N
AT2G22840-AT4G377403-4+IR,AT2G22840-AT4G37740,3-4,3-4,+IR,Y,Y
AT2G23420-AT4G369401-2+IR,AT2G23420-AT4G36940,1-2,1-2,+IR,N,Y
AT2G23420-AT4G3694010-11+IR,AT2G23420-AT4G36940,10-11,10-11,+IR,N,N
AT2G23420-AT4G3694012-13+IR,AT2G23420-AT4G36940,12-13,12-13,+IR,N,N
AT2G23420-AT4G3694013-14-ALTA,AT2G23420-AT4G36940,13-14,13-14,-ALTA,N,N
AT2G23420-AT4G3694013-14+IR,AT2G23420-AT4G36940,13-14,13-14,+IR,N,Y
AT2G23420-AT4G3694014-15-ALTA,AT2G23420-AT4G36940,14-15,14-15,-ALTA,N,N
AT2G23420-AT4G3694014-15+IR,AT2G23420-AT4G36940,14-15,14-15,+IR,N,Y
AT2G23420-AT4G369403-4-ALTA,AT2G23420-AT4G36940,3-4,3-4,-ALTA,N,N
AT2G23420-AT4G369403-4+IR,AT2G23420-AT4G36940,3-4,3-4,+IR,N,N
AT2G23420-AT4G369404-5+IR,AT2G23420-AT4G36940,4-5,4-5,+IR,N,N
AT2G23420-AT4G369406-7-ALTA,AT2G23420-AT4G36940,6-7,6-7,-ALTA,N,N
AT2G23420-AT4G369406-7+IR,AT2G23420-AT4G36940,6-7,6-7,+IR,N,N
AT2G23420-AT4G369407-8+IR,AT2G23420-AT4G36940,7-8,7-8,+IR,N,N
AT2G23420-AT4G369408-9+ALTA,AT2G23420-AT4G36940,8-9,8-9,+ALTA,Y,Y
AT2G23420-AT4G369408-9+IR,AT2G23420-AT4G36940,8-9,8-9,+IR,N,N
AT2G23420-AT4G369409-10+ALTD,AT2G23420-AT4G36940,9-10,9-10,+ALTD,N,N
AT2G23420-AT4G369409-10+IR,AT2G23420-AT4G36940,9-10,9-10,+IR,N,N
AT2G23760-AT4G368701-2+IR,AT2G23760-AT4G36870,1-2,1-2,+IR,Y,Y
AT2G23760-AT4G368702-3+IR,AT2G23760-AT4G36870,2-3,2-3,+IR,N,Y
AT2G23760-AT4G368703-4+ALTA,AT2G23760-AT4G36870,3-4,3-4,+ALTA,N,N
AT2G23760-AT4G368703-4+IR,AT2G23760-AT4G36870,3-4,3-4,+IR,N,Y
AT2G23980-AT4G305603-4+IR,AT2G23980-AT4G30560,3-4,3-4,+IR,N,N
AT2G23980-AT4G305604-5+IR,AT2G23980-AT4G30560,4-5,4-5,+IR,N,N
AT2G23980-AT4G305607-8+IR,AT2G23980-AT4G30560,7-8,6-7,+IR,N,N
AT2G24020-AT4G306202-3-ALTA,AT2G24020-AT4G30620,2-3,2-3,-ALTA,N,N
AT2G24020-AT4G306202-3+IR,AT2G24020-AT4G30620,2-3,2-3,+IR,N,N
AT2G24020-AT4G306205-6-ALTD,AT2G24020-AT4G30620,5-6,5-6,-ALTD,N,N
AT2G24020-AT4G306205-6+IR,AT2G24020-AT4G30620,5-6,5-6,+IR,N,Y
AT2G24020-AT4G306206-7-ALTD,AT2G24020-AT4G30620,6-7,6-7,-ALTD,N,N
AT2G24020-AT4G306206-7+IR,AT2G24020-AT4G30620,6-7,6-7,+IR,N,N
AT2G24060-AT4G306903-4+IR,AT2G24060-AT4G30690,3-4,3-4,+IR,N,Y
AT2G24060-AT4G306904-5-ALTA,AT2G24060-AT4G30690,4-5,4-5,-ALTA,N,Y
AT2G24060-AT4G306904-5+IR,AT2G24060-AT4G30690,4-5,4-5,+IR,N,Y
AT2G24060-AT4G306907-8+IR,AT2G24060-AT4G30690,7-8,7-8,+IR,N,Y
AT2G24060-AT4G306908-9+IR,AT2G24060-AT4G30690,8-9,8-9,+IR,N,Y
AT2G24100-AT4G307802-3+IR,AT2G24100-AT4G30780,2-3,2-3,+IR,N,N
AT2G24100-AT4G307804-5-ALTA,AT2G24100-AT4G30780,4-5,4-5,-ALTA,N,N
AT2G24100-AT4G307805-6+IR,AT2G24100-AT4G30780,5-6,5-6,+IR,N,Y
AT2G24300-AT4G310001-2+IR,AT2G24300-AT4G31000,1-2,1-2,+IR,N,Y
AT2G24300-AT4G310004-5-ALTD,AT2G24300-AT4G31000,4-5,4-5,-ALTD,N,N
AT2G24300-AT4G310004-5+IR,AT2G24300-AT4G31000,4-5,4-5,+IR,N,N
AT2G24360-AT4G311702-3+IR,AT2G24360-AT4G31170,2-3,3-4,+IR,N,Y
AT2G24420-AT4G313401-2-ALTA,AT2G24420-AT4G31340,1-2,1-2,-ALTA,N,N
AT2G24420-AT4G313401-2+IR,AT2G24420-AT4G31340,1-2,1-2,+IR,N,N
AT2G24420-AT4G313402-3+IR,AT2G24420-AT4G31340,2-3,2-3,+IR,N,N
AT2G24420-AT4G313403-4-ALTA,AT2G24420-AT4G31340,3-4,3-4,-ALTA,N,N
AT2G24420-AT4G313404-5+IR,AT2G24420-AT4G31340,4-5,4-5,+IR,N,N
AT2G24420-AT4G313405-6+IR,AT2G24420-AT4G31340,5-6,5-6,+IR,N,N
AT2G24420-AT4G313409-10+IR,AT2G24420-AT4G31340,9-10,10-11,+IR,N,N
AT2G24500-AT4G314201-2+IR,AT2G24500-AT4G31420,1-2,1-2,+IR,N,N
AT2G24500-AT4G314203-4-ALTA,AT2G24500-AT4G31420,3-4,3-4,-ALTA,N,N
AT2G24500-AT4G314203-4-ALTA;-ALTD,AT2G24500-AT4G31420,3-4,3-4,-ALTA;-ALTD,N,N
AT2G24570-AT4G315501-2-ALTA,AT2G24570-AT4G31550,1-2,1-2,-ALTA,N,N
AT2G24570-AT4G315501-2+IR,AT2G24570-AT4G31550,1-2,1-2,+IR,N,Y
AT2G24570-AT4G315502-3+IR,AT2G24570-AT4G31550,2-3,2-3,+IR,Y,Y
AT2G24630-AT4G315905-6+IR,AT2G24630-AT4G31590,5-6,4-5,+IR,N,N
AT2G25060-AT4G318401-2+IR,AT2G25060-AT4G31840,1-2,1-2,+IR,Y,Y
AT2G25070-AT4G318603-4+IR,AT2G25070-AT4G31860,3-4,3-4,+IR,N,N
AT2G25070-AT4G318604-5+IR,AT2G25070-AT4G31860,4-5,4-5,+IR,Y,Y
AT2G25070-AT4G318605-6+IR,AT2G25070-AT4G31860,5-6,5-6,+IR,N,N
AT2G25070-AT4G318606-7+IR,AT2G25070-AT4G31860,6-7,7-8,+IR,N,N
AT2G25070-AT4G318607-8+IR,AT2G25070-AT4G31860,7-8,8-9,+IR,N,Y
AT2G25070-AT4G318608-9+IR,AT2G25070-AT4G31860,8-9,9-10,+IR,N,Y
AT2G25070-AT4G318609-10-ALTA,AT2G25070-AT4G31860,9-10,10-11,-ALTA,N,N
AT2G25070-AT4G318609-10+IR,AT2G25070-AT4G31860,9-10,10-11,+IR,N,Y
AT2G25180-AT4G319201-2+IR,AT2G25180-AT4G31920,1-2,1-2,+IR,N,Y
AT2G25180-AT4G319202-3+IR,AT2G25180-AT4G31920,2-3,2-3,+IR,N,N
AT2G25180-AT4G319203-4+ALTD,AT2G25180-AT4G31920,3-4,3-4,+ALTD,N,N
AT2G25180-AT4G319203-4+IR,AT2G25180-AT4G31920,3-4,3-4,+IR,N,N
AT2G25180-AT4G319204-5+IR,AT2G25180-AT4G31920,4-5,4-5,+IR,N,N
AT2G25220-AT4G320007-8+IR,AT2G25220-AT4G32000,7-8,7-8,+IR,N,N
AT2G25220-AT4G320009-10+IR,AT2G25220-AT4G32000,9-10,9-10,+IR,N,N
AT2G25300-AT4G321203-4+IR,AT2G25300-AT4G32120,3-4,3-4,+IR,N,N
AT2G25300-AT4G321205-6-ALTD,AT2G25300-AT4G32120,5-6,5-6,-ALTD,N,N
AT2G25300-AT4G321205-6+IR,AT2G25300-AT4G32120,5-6,5-6,+IR,N,N
AT2G25300-AT4G321207-8+IR,AT2G25300-AT4G32120,7-8,7-8,+IR,N,N
AT2G25300-AT4G321208-9+IR,AT2G25300-AT4G32120,8-9,8-9,+IR,Y,Y
AT2G25310-AT4G321303-4+IR,AT2G25310-AT4G32130,3-4,3-4,+IR,N,Y
AT2G25310-AT4G321304-5+IR,AT2G25310-AT4G32130,4-5,4-5,+IR,N,N
AT2G25310-AT4G321306-7+IR,AT2G25310-AT4G32130,6-7,6-7,+IR,N,Y
AT2G25480-AT4G323308-9+ALTA,AT2G25480-AT4G32330,8-9,8-9,+ALTA,N,N
AT2G25480-AT4G323308-9+ALTD,AT2G25480-AT4G32330,8-9,8-9,+ALTD,N,N
AT2G25480-AT4G323308-9+IR,AT2G25480-AT4G32330,8-9,8-9,+IR,N,Y
AT2G25610-AT4G325301-2+IR,AT2G25610-AT4G32530,1-2,1-2,+IR,N,N
AT2G25610-AT4G325302-3+IR,AT2G25610-AT4G32530,2-3,2-3,+IR,N,Y
AT2G25670-AT4G326102-3+IR,AT2G25670-AT4G32610,2-3,1-2,+IR,N,Y
AT2G25670-AT4G326103-4+IR,AT2G25670-AT4G32610,3-4,2-3,+IR,N,N
AT2G25850-AT4G328501-2+IR,AT2G25850-AT4G32850,1-2,1-2,+IR,N,N
AT2G25850-AT4G328503-4+IR,AT2G25850-AT4G32850,3-4,3-4,+IR,N,N
AT2G25850-AT4G328504-5+IR,AT2G25850-AT4G32850,4-5,4-5,+IR,N,N
AT2G25850-AT4G328506-7+IR,AT2G25850-AT4G32850,6-7,6-7,+IR,N,Y
AT2G25850-AT4G328507-8+IR,AT2G25850-AT4G32850,7-8,7-8,+IR,N,N
AT2G25850-AT4G328509-10+IR,AT2G25850-AT4G32850,9-10,9-10,+IR,N,N
AT2G26060-AT4G329904-5+IR,AT2G26060-AT4G32990,4-5,4-5,+IR,N,N
AT2G26060-AT4G329908-9+ALTD,AT2G26060-AT4G32990,8-9,8-9,+ALTD,N,N
AT2G26060-AT4G329908-9+IR,AT2G26060-AT4G32990,8-9,8-9,+IR,N,Y
AT2G26190-AT4G330503-4+IR,AT2G26190-AT4G33050,3-4,3-4,+IR,N,Y
AT2G26190-AT4G330505-6+IR,AT2G26190-AT4G33050,5-6,4-5,+IR,N,Y
AT2G26190-AT4G330506-7+IR,AT2G26190-AT4G33050,6-7,5-6,+IR,N,Y
AT2G26190-AT4G330507-8-ALTD,AT2G26190-AT4G33050,7-8,6-7,-ALTD,N,N
AT2G26190-AT4G330507-8+IR,AT2G26190-AT4G33050,7-8,6-7,+IR,Y,Y
AT2G26190-AT4G330508-9+IR,AT2G26190-AT4G33050,8-9,7-8,+IR,N,Y
AT2G28540-AT3G456305-6-ALTD,AT2G28540-AT3G45630,5-6,5-6,-ALTD,N,N
AT2G32260-AT4G151301-2+IR,AT2G32260-AT4G15130,1-2,1-2,+IR,N,N
AT2G32260-AT4G151304-5+IR,AT2G32260-AT4G15130,4-5,4-5,+IR,N,Y
AT2G32260-AT4G151306-7+IR,AT2G32260-AT4G15130,6-7,6-7,+IR,N,Y
AT2G36060-AT3G525602-3-ALTA,AT2G36060-AT3G52560,2-3,2-3,-ALTA,N,N
AT2G36060-AT3G525602-3-ALTA;+ALTD,AT2G36060-AT3G52560,2-3,2-3,-ALTA;+ALTD,N,N
AT2G36060-AT3G525602-3-ALTD,AT2G36060-AT3G52560,2-3,2-3,-ALTD,N,N
AT2G36060-AT3G525602-3+ALTD,AT2G36060-AT3G52560,2-3,2-3,+ALTD,N,N
AT2G36060-AT3G525602-3+IR,AT2G36060-AT3G52560,2-3,2-3,+IR,Y,Y
AT2G36060-AT3G525603-4-ALTD,AT2G36060-AT3G52560,3-4,3-4,-ALTD,N,N
AT2G36060-AT3G525603-4+IR,AT2G36060-AT3G52560,3-4,3-4,+IR,N,N
AT2G36250-AT3G527502-3+IR,AT2G36250-AT3G52750,2-3,2-3,+IR,Y,Y
AT2G36250-AT3G527504-5+IR,AT2G36250-AT3G52750,4-5,4-5,+IR,N,Y
AT2G36250-AT3G527505-6+IR,AT2G36250-AT3G52750,5-6,5-6,+IR,Y,Y
AT2G36250-AT3G527506-7+IR,AT2G36250-AT3G52750,6-7,6-7,+IR,N,Y
AT2G36390-AT5G0365010-11+IR,AT2G36390-AT5G03650,10-11,10-11,+IR,N,N
AT2G36390-AT5G0365012-13+IR,AT2G36390-AT5G03650,12-13,12-13,+IR,N,Y
AT2G36390-AT5G0365013-14+IR,AT2G36390-AT5G03650,13-14,13-14,+IR,N,N
AT2G36390-AT5G0365014-15-ALTA,AT2G36390-AT5G03650,14-15,14-15,-ALTA,N,N
AT2G36390-AT5G0365014-15+IR,AT2G36390-AT5G03650,14-15,14-15,+IR,N,N
AT2G36390-AT5G0365015-16-ALTA,AT2G36390-AT5G03650,15-16,15-16,-ALTA,N,N
AT2G36390-AT5G036503-4+ALTD,AT2G36390-AT5G03650,3-4,3-4,+ALTD,N,N
AT2G36390-AT5G036503-4+IR,AT2G36390-AT5G03650,3-4,3-4,+IR,N,Y
AT2G36390-AT5G036507-8+IR,AT2G36390-AT5G03650,7-8,7-8,+IR,N,N
AT2G36390-AT5G036508-9+IR,AT2G36390-AT5G03650,8-9,8-9,+IR,N,N
AT2G36390-AT5G036509-10+IR,AT2G36390-AT5G03650,9-10,9-10,+IR,N,N
AT2G36400-AT3G529102-3+IR,AT2G36400-AT3G52910,2-3,2-3,+IR,N,N
AT2G36400-AT3G529103-4+IR,AT2G36400-AT3G52910,3-4,3-4,+IR,Y,Y
AT2G36410-AT3G529201-2+ALTA,AT2G36410-AT3G52920,1-2,1-2,+ALTA,N,N
AT2G36410-AT3G529201-2+IR,AT2G36410-AT3G52920,1-2,1-2,+IR,N,Y
AT2G36410-AT3G529202-3+IR,AT2G36410-AT3G52920,2-3,2-3,+IR,N,Y
AT2G36410-AT3G529203-4-ALTA,AT2G36410-AT3G52920,3-4,3-4,-ALTA,N,Y
AT2G36410-AT3G529203-4+IR,AT2G36410-AT3G52920,3-4,3-4,+IR,N,Y
AT2G36580-AT3G529901-2+IR,AT2G36580-AT3G52990,1-2,1-2,+IR,N,N
AT2G36580-AT3G5299010-11+IR,AT2G36580-AT3G52990,10-11,10-11,+IR,N,N
AT2G36580-AT3G5299012-13+IR,AT2G36580-AT3G52990,12-13,12-13,+IR,N,N
AT2G36580-AT3G5299014-15+IR,AT2G36580-AT3G52990,14-15,14-15,+IR,Y,Y
AT2G36580-AT3G5299015-16+IR,AT2G36580-AT3G52990,15-16,15-16,+IR,N,N
AT2G36580-AT3G529907-8+IR,AT2G36580-AT3G52990,7-8,7-8,+IR,N,N
AT2G36580-AT3G529908-9+IR,AT2G36580-AT3G52990,8-9,8-9,+IR,N,N
AT2G36580-AT3G529909-10+IR,AT2G36580-AT3G52990,9-10,9-10,+IR,N,N
AT2G37280-AT3G5348012-13+IR,AT2G37280-AT3G53480,12-13,12-13,+IR,N,N
AT2G37340-AT3G535002-3+ALTA,AT2G37340-AT3G53500,2-3,2-3,+ALTA,N,Y
AT2G37340-AT3G535002-3+IR,AT2G37340-AT3G53500,2-3,2-3,+IR,N,Y
AT2G37340-AT3G535003-4+IR,AT2G37340-AT3G53500,3-4,3-4,+IR,N,Y
AT2G37340-AT3G535004-5+IR,AT2G37340-AT3G53500,4-5,4-5,+IR,N,Y
AT2G37340-AT3G535005-6+IR,AT2G37340-AT3G53500,5-6,5-6,+IR,N,N
AT2G37520-AT3G536801-2-ALTA,AT2G37520-AT3G53680,1-2,1-2,-ALTA,N,N
AT2G37520-AT3G536801-2+IR,AT2G37520-AT3G53680,1-2,1-2,+IR,N,N
AT2G37520-AT3G5368010-11-ALTA,AT2G37520-AT3G53680,10-11,10-11,-ALTA,N,N
AT2G37520-AT3G5368013-14+IR,AT2G37520-AT3G53680,13-14,13-14,+IR,N,N
AT2G37520-AT3G5368014-15+IR,AT2G37520-AT3G53680,14-15,14-15,+IR,N,Y
AT2G37520-AT3G5368015-16+IR,AT2G37520-AT3G53680,15-16,15-16,+IR,N,N
AT2G37520-AT3G5368016-17+IR,AT2G37520-AT3G53680,16-17,16-17,+IR,N,Y
AT2G37520-AT3G5368017-18+IR,AT2G37520-AT3G53680,17-18,17-18,+IR,N,Y
AT2G37520-AT3G5368018-19+IR,AT2G37520-AT3G53680,18-19,18-19,+IR,N,Y
AT2G37520-AT3G536802-3-ALTA,AT2G37520-AT3G53680,2-3,2-3,-ALTA,N,N
AT2G37520-AT3G536802-3+IR,AT2G37520-AT3G53680,2-3,2-3,+IR,N,N
AT2G37620-AT3G537503-4+IR,AT2G37620-AT3G53750,3-4,3-4,+IR,N,N
AT2G37900-AT3G539601-2+IR,AT2G37900-AT3G53960,1-2,1-2,+IR,N,N
AT2G37900-AT3G539602-3+IR,AT2G37900-AT3G53960,2-3,2-3,+IR,N,N
AT2G37900-AT3G539603-4+IR,AT2G37900-AT3G53960,3-4,3-4,+IR,N,N
AT2G37980-AT3G541001-2-ALTA,AT2G37980-AT3G54100,1-2,1-2,-ALTA,N,N
AT2G37980-AT3G541001-2+IR,AT2G37980-AT3G54100,1-2,1-2,+IR,N,N
AT2G37980-AT3G541004-5+IR,AT2G37980-AT3G54100,4-5,4-5,+IR,N,N
AT2G38700-AT3G542501-2+ALTA,AT2G38700-AT3G54250,1-2,1-2,+ALTA,N,N
AT2G38700-AT3G542502-3+IR,AT2G38700-AT3G54250,2-3,2-3,+IR,N,N
AT2G38700-AT3G542504-5+IR,AT2G38700-AT3G54250,4-5,4-5,+IR,N,Y
AT2G38970-AT3G547801-2+ALTA,AT2G38970-AT3G54780,1-2,1-2,+ALTA,N,N
AT2G38970-AT3G547801-2+IR,AT2G38970-AT3G54780,1-2,1-2,+IR,N,N
AT2G39130-AT3G548304-5+IR,AT2G39130-AT3G54830,4-5,2-3,+IR,N,N
AT2G39130-AT3G548307-8+IR,AT2G39130-AT3G54830,7-8,6-7,+IR,N,N
AT2G39290-AT3G550301-2-ALTA,AT2G39290-AT3G55030,1-2,1-2,-ALTA,N,N
AT2G39290-AT3G550301-2+IR,AT2G39290-AT3G55030,1-2,1-2,+IR,Y,Y
AT2G39290-AT3G550304-5-ALTD,AT2G39290-AT3G55030,4-5,4-5,-ALTD,N,N
AT2G39290-AT3G550305-6+IR,AT2G39290-AT3G55030,5-6,5-6,+IR,N,N
AT2G39480-AT3G553201-2+IR,AT2G39480-AT3G55320,1-2,1-2,+IR,N,N
AT2G39480-AT3G5532010-11+IR,AT2G39480-AT3G55320,10-11,10-11,+IR,N,N
AT2G39880-AT3G557301-2+IR,AT2G39880-AT3G55730,1-2,1-2,+IR,Y,Y
AT2G39890-AT3G557402-3-ALTA,AT2G39890-AT3G55740,2-3,2-3,-ALTA,N,N
AT2G39890-AT3G557402-3+IR,AT2G39890-AT3G55740,2-3,2-3,+IR,N,N
AT2G39890-AT3G557403-4+IR,AT2G39890-AT3G55740,3-4,3-4,+IR,N,N
AT2G39890-AT3G557404-5+IR,AT2G39890-AT3G55740,4-5,4-5,+IR,N,N
AT2G39890-AT3G557405-6-ALTA,AT2G39890-AT3G55740,5-6,5-6,-ALTA,N,N
AT2G39890-AT3G557405-6+IR,AT2G39890-AT3G55740,5-6,5-6,+IR,N,N
AT2G39890-AT3G557406-7+IR,AT2G39890-AT3G55740,6-7,6-7,+IR,Y,Y
AT2G39900-AT3G557702-3+IR,AT2G39900-AT3G55770,2-3,3-4,+IR,N,Y
AT2G40010-AT3G112501-2+ALTA,AT2G40010-AT3G11250,1-2,1-2,+ALTA,N,N
AT2G40010-AT3G112501-2+IR,AT2G40010-AT3G11250,1-2,1-2,+IR,N,Y
AT2G40010-AT3G112502-3+IR,AT2G40010-AT3G11250,2-3,2-3,+IR,N,N
AT2G40280-AT3G560803-4+IR,AT2G40280-AT3G56080,3-4,3-4,+IR,N,N
AT2G40280-AT3G560806-7+IR,AT2G40280-AT3G56080,6-7,6-7,+IR,N,N
AT2G40300-AT3G560901-2+IR,AT2G40300-AT3G56090,1-2,1-2,+IR,Y,Y
AT2G40300-AT3G560905-6+IR,AT2G40300-AT3G56090,5-6,5-6,+IR,N,Y
AT2G40410-AT3G561705-6+ALTA,AT2G40410-AT3G56170,5-6,7-8,+ALTA,N,N
AT2G40410-AT3G561705-6+IR,AT2G40410-AT3G56170,5-6,7-8,+IR,N,Y
AT2G40410-AT3G561707-8+ALTD,AT2G40410-AT3G56170,7-8,8-9,+ALTD,N,N
AT2G40410-AT3G561707-8+IR,AT2G40410-AT3G56170,7-8,8-9,+IR,N,Y
AT2G40420-AT3G562003-4+IR,AT2G40420-AT3G56200,3-4,3-4,+IR,N,N
AT2G40420-AT3G562004-5+IR,AT2G40420-AT3G56200,4-5,4-5,+IR,Y,Y
AT2G40750-AT3G564002-3+IR,AT2G40750-AT3G56400,2-3,2-3,+IR,N,N
AT2G40810-AT3G564402-3+IR,AT2G40810-AT3G56440,2-3,2-3,+IR,N,N
AT2G40810-AT3G564403-4+IR,AT2G40810-AT3G56440,3-4,3-4,+IR,N,N
AT2G40900-AT3G566204-5+IR,AT2G40900-AT3G56620,4-5,4-5,+IR,N,N
AT2G40960-AT3G566801-2-ALTA,AT2G40960-AT3G56680,1-2,1-2,-ALTA,N,Y
AT2G40960-AT3G566801-2+IR,AT2G40960-AT3G56680,1-2,1-2,+IR,N,N
AT2G41130-AT3G567701-2+IR,AT2G41130-AT3G56770,1-2,1-2,+IR,N,N
AT2G41140-AT3G567601-2+IR,AT2G41140-AT3G56760,1-2,1-2,+IR,N,Y
AT2G41140-AT3G5676010-11+IR,AT2G41140-AT3G56760,10-11,10-11,+IR,N,N
AT2G41140-AT3G567604-5+IR,AT2G41140-AT3G56760,4-5,4-5,+IR,Y,Y
AT2G41140-AT3G567605-6+IR,AT2G41140-AT3G56760,5-6,5-6,+IR,N,N
AT2G41210-AT3G569606-7+IR,AT2G41210-AT3G56960,6-7,6-7,+IR,N,N
AT2G41560-AT3G573303-4-ALTA;+ALTD,AT2G41560-AT3G57330,3-4,3-4,-ALTA;+ALTD,N,N
AT2G41560-AT3G573303-4+IR,AT2G41560-AT3G57330,3-4,3-4,+IR,Y,Y
AT2G41560-AT3G573304-5+IR,AT2G41560-AT3G57330,4-5,4-5,+IR,N,N
AT2G41560-AT3G573305-6+IR,AT2G41560-AT3G57330,5-6,5-6,+IR,N,N
AT2G41560-AT3G573306-7+IR,AT2G41560-AT3G57330,6-7,6-7,+IR,N,Y
AT2G41740-AT3G5741011-12+IR,AT2G41740-AT3G57410,11-12,12-13,+IR,N,N
AT2G41740-AT3G5741015-16+ALTA,AT2G41740-AT3G57410,15-16,16-17,+ALTA,N,N
