pair	j1	j2	class	g1r1alt	g1r1cons	g1r2alt	g1r2cons	g1r3alt	g1r3cons	g2r1alt	g2r1cons	g2r2alt	g2r2cons	g2r3alt	g2r3cons	Locus1	Locus2
AT2G47640-AT3G62840	5-6	4-5	+IR	11	326	4	263	6	620	3	800	8	679	14	1478	CDS	CDS
AT4G24630-AT5G50020	3-4	4-5	+IR	54	74	42	92	57	139	17	148	21	84	25	171	CDS	CDS
AT4G24630-AT5G50020	4-5	5-6	+IR	43	110	33	103	41	160	0	203	0	138	0	277	CDS	CDS
AT4G24630-AT5G50020	4-5	5-6	+ALTA	1	152	2	134	4	197	0	203	0	138	0	277	CDS	CDS
AT1G03445-AT4G03080	20-21	19-20	+IR	0	4	0	1	0	0	6	418	1	339	7	605	CDS	CDS
AT1G34020-AT4G09810	2-3	2-3	+IR	0	123	0	60	0	137	4	55	2	47	4	102	CDS	CDS
AT1G34020-AT4G09810	3-4	3-4	+IR	1	119	2	61	9	160	1	68	3	27	4	66	CDS	CDS
AT1G34020-AT4G09810	4-5	4-5	+IR	0	107	0	66	0	120	5	64	4	48	5	78	CDS	CDS
AT1G34020-AT4G09810	5-6	5-6	+IR	16	110	10	108	17	204	23	53	6	58	14	79	CDS	CDS
AT1G55510-AT3G13450	1-2	1-2	+IR	3	49	6	44	9	43	27	48	68	116	50	123	CDS	CDS
AT1G55510-AT3G13450	6-7	6-7	+IR	0	75	0	107	0	131	11	107	45	199	38	231	CDS	CDS
AT1G55510-AT3G13450	7-8	7-8	+IR	13	64	8	67	7	100	1	97	2	216	1	237	CDS	CDS
AT1G55510-AT3G13450	8-9	8-9	+IR	1	37	3	64	1	125	6	87	20	218	8	211	CDS	CDS
AT1G55510-AT3G13450	9-10	9-10	+IR	0	47	0	70	0	96	2	94	3	154	3	159	CDS	CDS
AT1G55510-AT3G13450	11-12	11-12	+IR	0	67	0	58	0	96	2	75	4	142	3	169	CDS	CDS
AT2G43010-AT3G59060	4-5	3-4	+ALTD	234	1298	287	1661	352	2315	0	1223	0	1721	0	2056	CDS	CDS
AT2G43010-AT3G59060	4-5	3-4	+IR	205	1327	234	1714	314	2353	16	1207	20	1701	42	2014	CDS	CDS
AT2G43010-AT3G59060	5-6	4-5	-ALTA	0	961	0	1110	0	1418	49	962	59	1291	66	1530	CDS	CDS
AT2G43010-AT3G59060	5-6	4-5	+IR	63	898	55	1055	82	1336	23	988	24	1326	56	1540	CDS	CDS
AT2G22950-AT4G37640	3-4	3-4	+IR	0	0	0	0	0	0	9	123	2	92	1	176	CDS	CDS
AT2G22950-AT4G37640	6-7	6-7	+IR	0	0	0	0	0	0	1	152	1	142	1	267	CDS	CDS
AT1G45050-AT5G42990	2-3	2-3	+IR	14	105	5	100	17	212	0	202	0	268	0	513	CDS	CDS
AT1G45050-AT5G42990	2-3	2-3	-ALTA	3	116	1	104	7	222	0	202	0	268	0	513	CDS	CDS
AT1G45050-AT5G42990	3-4	3-4	+IR	9	142	4	134	6	225	3	200	5	234	7	415	CDS	CDS
AT1G45050-AT5G42990	4-5	4-5	+IR	1	120	2	117	13	167	12	179	8	199	27	312	CDS	CDS
AT1G45050-AT5G42990	5-6	5-6	+IR	0	143	0	124	0	262	7	220	8	196	28	378	CDS	CDS
AT1G18610-AT1G74150	1-2	1-2	+IR	25	45	18	18	28	66	0	0	0	4	0	8	CDS	CDS
AT1G23080-AT1G70940	1-2	1-2	-ALTD	613	234	559	229	1114	421	0	480	0	627	0	953	CDS	CDS
AT1G23080-AT1G70940	1-2	1-2	+IR	16	831	6	782	17	1518	7	473	8	619	30	923	CDS	CDS
AT1G23080-AT1G70940	2-3	2-3	+IR	18	708	10	659	17	1235	0	451	0	543	0	722	CDS	CDS
AT1G23080-AT1G70940	2-3	2-3	-ALTD	3	723	2	667	6	1246	0	451	0	543	0	722	CDS	CDS
AT1G23080-AT1G70940	3-4	3-4	+IR	157	826	76	825	222	1630	127	403	153	476	210	646	CDS	CDS
AT1G23080-AT1G70940	4-5	4-5	+IR	38	924	18	813	63	1699	41	524	39	452	49	644	CDS	CDS
AT1G23080-AT1G70940	5-6	5-6	+IR	11	758	9	545	10	1159	40	477	42	510	44	748	CDS	CDS
AT4G11350-AT4G23490	1-2	1-2	+IR	0	2	0	3	0	3	4	43	5	29	8	55	CDS	CDS
AT4G27100-AT5G54780	1-2	1-2	+IR	4	53	5	62	7	87	4	31	4	44	5	67	CDS	CDS
AT4G27100-AT5G54780	7-8	7-8	+ALTA	14	53	11	63	10	90	0	52	0	55	0	79	CDS	CDS
AT4G27100-AT5G54780	7-8	7-8	+IR	8	59	9	65	9	91	2	50	1	54	3	76	CDS	CDS
AT4G27100-AT5G54780	9-10	9-10	+IR	2	82	2	124	5	146	0	88	0	71	0	119	CDS	CDS
AT3G04030-AT5G18240	2-3	3-4	+IR	3	64	1	16	1	78	0	0	0	0	0	0	CDS	CDS
AT3G04030-AT5G18240	4-5	6-7	+IR	27	54	7	26	18	81	0	0	0	0	0	0	CDS	CDS
AT3G04030-AT5G18240	4-5	6-7	-ALTA	12	69	9	24	22	77	0	0	0	0	0	0	CDS	CDS
AT3G11580-AT5G06250	1-2	1-2	+IR	20	6	2	7	11	15	0	2	0	0	0	2	CDS	CDS
AT1G16470-AT1G79210	7-8	7-8	+IR	4	388	1	381	1	539	3	368	1	351	4	606	CDS	CDS
AT1G16470-AT1G79210	8-9	8-9	+IR	11	514	15	494	44	761	0	430	0	496	0	881	CDS	CDS
AT1G16470-AT1G79210	10-11	10-11	+IR	11	461	7	523	16	862	0	390	0	403	0	717	CDS	CDS
AT1G14410-AT2G02740	3-4	3-4	+IR	0	283	0	127	0	399	2	365	2	210	4	523	CDS	CDS
AT1G14410-AT2G02740	4-5	4-5	-ALTA	0	304	0	195	0	589	3	297	1	194	2	515	CDS	CDS
AT2G14520-AT4G33700	6-7	6-7	+IR	0	22	0	22	0	42	4	62	8	81	9	138	CDS	CDS
AT2G14520-AT4G33700	6-7	6-7	-ALTA	5	17	1	21	2	40	0	66	0	89	0	147	CDS	CDS
AT2G14520-AT4G33700	8-9	8-9	-ALTA	0	32	0	40	0	68	6	107	4	89	5	145	CDS	CDS
AT2G14520-AT4G33700	8-9	8-9	+IR	2	30	1	39	4	64	16	97	9	84	22	128	CDS	CDS
AT2G14520-AT4G33700	9-10	9-10	-ALTD	5	40	2	34	3	78	0	117	0	96	0	186	CDS	CDS
AT2G14520-AT4G33700	9-10	9-10	+IR	12	33	2	34	4	77	7	110	1	95	1	185	CDS	CDS
AT4G19600-AT5G45190	4-5	5-6	+IR	4	72	3	51	8	150	0	120	0	84	0	157	CDS	CDS
AT4G19600-AT5G45190	4-5	5-6	-ALTA	1	75	1	53	2	156	0	120	0	84	0	157	CDS	CDS
AT4G19600-AT5G45190	5-6	6-7	+IR	2	98	3	94	10	160	16	118	2	126	2	207	CDS	CDS
AT4G19600-AT5G45190	6-7	7-8	+IR	21	83	26	61	50	118	40	115	29	115	27	145	CDS	CDS
AT2G38970-AT3G54780	1-2	1-2	+IR	3	36	4	39	18	78	0	5	0	3	0	15	CDS	CDS
AT2G38970-AT3G54780	1-2	1-2	+ALTA	0	39	0	43	0	96	3	2	2	1	7	8	CDS	CDS
AT1G10410-AT1G59650	1-2	1-2	+IR	0	85	0	73	0	124	5	66	3	55	9	110	CDS	CDS
AT1G10410-AT1G59650	3-4	3-4	+IR	3	79	2	87	2	98	0	89	0	66	0	84	CDS	CDS
AT1G10410-AT1G59650	5-6	5-6	+IR	2	94	1	96	1	170	0	57	0	103	0	96	CDS	CDS
AT2G16400-AT4G34610	2-3	2-3	+IR	0	250	0	214	0	381	8	166	8	63	11	228	CDS	CDS
AT2G16400-AT4G34610	3-4	3-4	+IR	32	185	23	166	48	338	42	169	19	64	59	164	CDS	CDS
AT2G16400-AT4G34610	4-5	4-5	+IR	8	214	10	215	29	345	23	172	13	88	35	264	CDS	CDS
AT1G26690-AT1G69460	1-2	1-2	+IR	2	113	1	107	7	197	0	697	0	683	0	1334	CDS	CDS
AT1G26690-AT1G69460	2-3	2-3	+ALTA	9	151	11	136	26	218	0	672	0	678	0	1114	CDS	CDS
AT1G26690-AT1G69460	2-3	2-3	+IR	10	150	5	142	8	236	130	542	84	594	165	949	CDS	CDS
AT1G26690-AT1G69460	3-4	3-4	+IR	9	93	9	88	12	124	31	488	15	495	28	795	CDS	CDS
AT2G40810-AT3G56440	2-3	2-3	+IR	0	48	0	72	0	97	10	47	8	41	12	44	CDS	CDS
AT2G40810-AT3G56440	3-4	3-4	+IR	0	50	0	79	0	74	10	27	7	27	18	38	CDS	CDS
AT1G15340-AT3G15790	1-2	2-3	+IR	53	671	39	850	66	1329	30	234	33	204	56	460	CDS	CDS
AT3G51460-AT5G66020	15-16	14-15	+IR	1	162	5	172	7	246	0	0	0	0	0	0	CDS	CDS
AT3G03250-AT5G17310	2-3	2-3	+IR	2	1020	4	848	9	1837	3	417	5	366	3	710	CDS	CDS
AT3G03250-AT5G17310	4-5	4-5	+ALTD	0	943	0	675	0	1328	14	476	3	340	5	608	CDS	CDS
AT3G03250-AT5G17310	4-5	4-5	+IR	8	935	6	669	8	1320	38	452	15	328	33	580	CDS	CDS
AT3G03250-AT5G17310	5-6	5-6	+IR	0	1299	0	964	0	1878	28	424	18	384	32	671	CDS	CDS
AT3G03250-AT5G17310	7-8	7-8	+IR	12	990	1	784	5	1415	0	493	0	375	0	685	CDS	CDS
AT3G03250-AT5G17310	8-9	8-9	+IR	14	992	4	680	3	1537	0	367	0	330	0	545	CDS	CDS
AT3G03250-AT5G17310	13-14	14-15	+IR	0	1030	0	734	0	1562	3	498	3	339	2	527	CDS	CDS
AT3G03250-AT5G17310	14-15	15-16	+IR	0	662	0	477	0	1026	6	478	7	344	22	474	CDS	CDS
AT3G03250-AT5G17310	16-17	17-18	+IR	0	905	0	611	0	1356	13	514	4	410	14	668	CDS	CDS
AT4G18480-AT5G45930	2-3	2-3	-ALTA	7	7351	4	6577	5	15142	0	1176	0	1470	0	2890	CDS	CDS
AT4G18480-AT5G45930	2-3	2-3	+IR	57	7301	40	6541	74	15073	5	1171	6	1464	9	2881	CDS	CDS
AT3G10660-AT5G04870	6-7	6-7	+IR	0	20	0	25	0	39	7	202	31	187	45	334	CDS	CDS
AT3G09840-AT5G03340	2-3	2-3	+IR	2	1085	2	1374	3	2021	0	104	0	158	0	209	CDS	CDS
AT3G09840-AT5G03340	7-8	4-5	+IR	5	1928	6	2499	13	4359	2	161	1	150	2	280	CDS	CDS
AT3G06080-AT5G19160	1-2	1-2	+ALTD	46	500	102	919	57	1044	0	5	0	7	0	10	CDS	CDS
AT3G06080-AT5G19160	1-2	1-2	+ALTA	1	545	6	1015	2	1099	0	5	0	7	0	10	CDS	CDS
AT3G06080-AT5G19160	1-2	1-2	+IR	83	463	229	792	191	910	0	5	0	7	0	10	CDS	CDS
AT3G06080-AT5G19160	2-3	2-3	+IR	6	539	21	863	18	952	0	7	0	10	0	14	CDS	CDS
AT3G06080-AT5G19160	3-4	3-4	+ALTD	19	650	44	1008	28	1085	0	13	0	7	0	9	CDS	CDS
AT3G06080-AT5G19160	3-4	3-4	+IR	104	565	249	803	293	820	0	13	0	7	0	9	CDS	CDS
AT1G21870-AT1G77610	1-2	1-2	+IR	0	0	0	0	0	0	4	243	1	155	3	376	CDS	CDS
AT1G21870-AT1G77610	3-4	3-4	+IR	0	0	0	0	0	0	14	199	5	164	28	355	CDS	CDS
AT1G20010-AT1G75780	1-2	1-2	+IR	83	1822	64	2300	163	3717	0	16	0	22	0	17	CDS	CDS
AT1G20010-AT1G75780	2-3	2-3	+IR	15	1267	5	1455	20	2243	0	9	0	25	0	23	CDS	CDS
AT1G28110-AT2G33530	1-2	1-2	+IR	0	38	0	51	0	101	1	212	1	164	5	378	CDS	CDS
AT1G28110-AT2G33530	3-4	3-4	+IR	13	27	5	27	7	60	2	297	2	208	7	492	CDS	CDS
AT1G28110-AT2G33530	8-9	8-9	+IR	0	24	0	32	0	64	2	407	1	321	5	674	CDS	CDS
AT1G28110-AT2G33530	9-10	9-10	+IR	40	35	35	25	72	78	4	424	1	268	11	596	CDS	CDS
AT2G20290-AT4G28710	8-9	8-9	+IR	0	40	0	46	0	94	5	26	1	36	2	52	CDS	CDS
AT2G20290-AT4G28710	11-12	11-12	+ALTD	0	42	0	34	0	80	19	35	4	41	5	59	CDS	CDS
AT2G20290-AT4G28710	11-12	11-12	+IR	0	42	0	34	0	80	8	46	9	36	8	56	CDS	CDS
AT2G42380-AT3G58120	1-2	1-2	+IR	19	380	14	288	20	852	17	502	25	824	8	1519	CDS	CDS
AT2G42380-AT3G58120	2-3	2-3	+IR	110	212	66	211	164	601	33	475	43	593	17	1019	CDS	CDS
AT2G42380-AT3G58120	3-4	3-4	+IR	76	346	93	325	149	867	225	466	295	652	149	1162	CDS	CDS
AT1G13210-AT3G25610	1-2	1-2	+IR	1	78	2	148	2	138	0	23	0	20	0	38	CDS	CDS
AT1G13210-AT3G25610	2-3	2-3	+IR	0	76	0	173	0	127	4	25	1	13	1	24	CDS	CDS
AT1G13210-AT3G25610	4-5	4-5	+IR	0	96	0	207	0	174	1	21	1	32	3	44	CDS	CDS
AT1G13210-AT3G25610	5-6	5-6	+IR	7	146	3	326	4	283	0	18	0	38	0	54	CDS	CDS
AT1G13210-AT3G25610	8-9	7-8	+IR	4	178	2	218	3	220	0	30	0	15	0	22	CDS	CDS
AT1G64610-AT5G42010	5-6	3-4	+IR	1	39	2	57	7	89	0	17	0	10	0	24	CDS	CDS
AT1G64610-AT5G42010	6-7	4-5	+IR	0	17	0	43	0	72	9	14	8	13	8	13	CDS	CDS
AT2G18960-AT4G30190	1-2	1-2	+ALTD;-ALTA	2	2401	6	2950	13	6046	0	601	0	569	0	1518	CDS	CDS
AT2G18960-AT4G30190	1-2	1-2	+ALTA	7	2396	3	2953	12	6047	0	601	0	569	0	1518	CDS	CDS
AT2G18960-AT4G30190	1-2	1-2	+ALTD	57	2346	42	2914	86	5973	0	601	0	569	0	1518	CDS	CDS
AT2G18960-AT4G30190	1-2	1-2	+IR	137	2266	111	2845	201	5858	9	592	12	557	14	1504	CDS	CDS
AT2G18960-AT4G30190	12-13	11-12	+IR	16	2027	4	1952	43	3413	0	801	0	564	0	1604	CDS	CDS
AT2G18960-AT4G30190	13-14	12-13	+IR	3	2488	2	2445	10	4391	0	967	0	729	0	2104	CDS	CDS
AT2G18960-AT4G30190	15-16	13-14	+IR	22	2813	5	2672	28	4660	0	487	0	346	0	961	CDS	CDS
AT2G19160-AT4G30060	2-3	2-3	+IR	0	91	0	81	0	146	20	72	9	84	8	72	CDS	CDS
AT2G19160-AT4G30060	6-7	6-7	+IR	3	110	5	71	5	126	2	94	1	67	5	86	CDS	CDS
AT2G19160-AT4G30060	7-8	7-8	-ALTA	4	73	2	59	7	103	0	76	0	75	0	104	CDS	CDS
AT2G19160-AT4G30060	8-9	8-9	+IR	0	125	0	100	0	163	3	88	1	125	4	185	CDS	CDS
AT2G26080-AT4G33010	1-2	1-2	+IR	4	2369	2	2008	10	3283	6	9208	4	6541	25	12063	CDS	CDS
AT2G26080-AT4G33010	2-3	2-3	+IR	1	2528	2	2134	1	3570	1	11080	4	7879	5	13476	CDS	CDS
AT2G26080-AT4G33010	3-4	3-4	+IR	10	2259	5	1943	14	3064	0	11602	0	7954	0	13909	CDS	CDS
AT2G26080-AT4G33010	4-5	4-5	+IR	4	2675	4	2319	5	3892	0	9919	0	7747	0	14756	CDS	CDS
AT2G26080-AT4G33010	4-5	4-5	-ALTA;+ALTD	0	2679	0	2323	0	3897	1	9918	1	7746	6	14750	CDS	CDS
AT2G26080-AT4G33010	4-5	4-5	-ALTA	0	2679	0	2323	0	3897	2	9917	1	7746	3	14753	CDS	CDS
AT2G26080-AT4G33010	5-6	5-6	+IR	7	1888	3	1529	8	2328	3	11327	1	8566	1	16281	CDS	CDS
AT2G26080-AT4G33010	6-7	6-7	+IR	0	2363	0	1849	0	2973	10	11540	2	8353	4	15581	CDS	CDS
AT2G26080-AT4G33010	8-9	7-8	+ALTA;-ALTD	0	2633	0	2066	0	3313	6	18651	3	13063	10	26266	CDS	CDS
AT2G26080-AT4G33010	9-10	8-9	+IR	0	3076	0	2202	0	3763	33	13198	5	8516	21	15600	CDS	CDS
AT2G26080-AT4G33010	10-11	9-10	+IR	0	2973	0	2278	0	4049	7	17301	1	11955	15	22396	CDS	CDS
AT2G26080-AT4G33010	10-11	9-10	+ALTA;-ALTD	0	2973	0	2278	0	4049	2	17306	2	11954	1	22410	CDS	CDS
AT2G26080-AT4G33010	11-12	10-11	+IR	0	2900	0	2154	0	3850	15	13599	4	8885	14	17293	CDS	CDS
AT2G26080-AT4G33010	12-13	11-12	+IR	6	2995	3	2200	23	4020	18	14340	7	9604	19	17738	CDS	CDS
AT2G26080-AT4G33010	13-14	12-13	+IR	14	2442	2	1835	19	3357	34	11307	3	7294	30	13828	CDS	CDS
AT2G26080-AT4G33010	14-15	13-14	+IR	15	2425	4	1642	20	3063	30	8302	5	5272	24	9875	CDS	CDS
AT2G42150-AT3G57980	1-2	2-3	+ALTA	0	2	0	4	0	6	13	23	17	11	33	33	CDS	CDS
AT1G49300-AT3G18820	3-4	2-3	+IR	0	523	0	629	0	860	32	629	9	668	30	1031	CDS	CDS
AT1G49300-AT3G18820	5-6	4-5	+IR	0	579	0	661	0	991	5	740	5	944	3	1377	CDS	CDS
AT1G49300-AT3G18820	6-7	5-6	+IR	0	458	0	516	0	772	1	649	2	720	4	1170	CDS	CDS
AT1G49300-AT3G18820	6-7	5-6	-ALTA	3	455	6	510	7	765	0	650	0	722	0	1174	CDS	CDS
AT1G08420-AT2G27210	10-11	10-11	+IR	6	164	1	149	3	269	0	89	0	87	0	132	CDS	CDS
AT1G08420-AT2G27210	13-14	13-14	-ALTA	5	181	2	160	5	291	0	112	0	75	0	154	CDS	CDS
AT1G08420-AT2G27210	16-17	16-17	+IR	5	142	4	130	10	200	0	103	0	87	0	200	CDS	CDS
AT4G19040-AT5G45560	1-2	1-2	+IR	6	46	4	74	1	115	0	13	0	19	0	35	CDS	CDS
AT4G19040-AT5G45560	5-6	5-6	+IR	30	106	17	111	27	148	0	27	0	15	0	18	CDS	CDS
AT4G19040-AT5G45560	5-6	5-6	-ALTA	96	40	110	18	145	30	0	27	0	15	0	18	CDS	CDS
AT4G19040-AT5G45560	6-7	6-7	+IR	11	133	1	105	13	199	0	26	0	10	0	19	CDS	CDS
AT4G19040-AT5G45560	9-10	9-10	+ALTD	14	125	19	114	16	195	0	20	0	28	0	25	CDS	CDS
AT4G19040-AT5G45560	9-10	9-10	+IR	4	135	3	130	4	207	0	20	0	28	0	25	CDS	CDS
AT4G19040-AT5G45560	11-12	11-12	+IR	8	93	7	109	14	176	0	23	0	29	0	54	CDS	CDS
AT4G19040-AT5G45560	11-12	11-12	-ALTA	0	101	0	116	0	190	3	20	2	27	2	52	CDS	CDS
AT4G19040-AT5G45560	18-19	18-19	+IR	0	111	0	97	0	191	2	38	3	29	10	38	CDS	CDS
AT1G24190-AT1G70060	3-4	3-4	-ALTA	0	97	0	100	0	100	3	115	1	127	1	200	CDS	CDS
AT1G24190-AT1G70060	5-6	5-6	+IR	0	113	0	107	0	147	1	84	2	75	2	105	CDS	CDS
AT1G24190-AT1G70060	17-18	17-18	+IR	0	165	0	148	0	257	5	139	2	130	4	205	CDS	CDS
AT1G24190-AT1G70060	18-19	18-19	+IR	0	146	0	132	0	184	1	140	7	151	5	213	CDS	CDS
AT1G24190-AT1G70060	19-20	19-20	+IR	1	237	3	192	12	331	0	148	0	128	0	172	CDS	CDS
AT1G53470-AT3G14810	3-4	3-4	+IR	0	6	0	8	0	16	4	134	1	165	2	268	CDS	CDS
AT2G15300-AT4G34220	1-2	1-2	+IR	12	0	3	0	12	0	97	512	61	496	170	939	CDS	CDS
AT1G29170-AT2G34150	1-2	1-2	-ALTA	0	27	0	24	0	42	1	36	1	34	2	70	CDS	CDS
AT1G29170-AT2G34150	7-8	7-8	+IR	19	44	9	27	23	116	0	37	0	44	0	87	CDS	CDS
AT1G04160-AT5G43900	11-12	13-14	+ALTD	4	16	8	18	5	32	15	93	8	91	10	165	CDS	CDS
AT1G04160-AT5G43900	15-16	17-18	+ALTD	0	22	0	25	0	32	2	173	1	129	6	199	CDS	CDS
AT1G04160-AT5G43900	18-19	20-21	+IR	0	17	0	23	0	34	9	146	8	137	7	229	CDS	CDS
AT1G04160-AT5G43900	18-19	20-21	-ALTA	0	17	0	23	0	34	2	153	1	144	1	235	CDS	CDS
AT1G04160-AT5G43900	23-24	25-26	+IR	0	26	0	37	0	43	10	146	3	157	8	261	CDS	CDS
AT1G04160-AT5G43900	34-35	36-37	+IR	0	32	0	39	0	69	3	162	4	122	7	199	CDS	CDS
AT1G04160-AT5G43900	35-36	37-38	+IR	14	21	4	36	5	64	0	258	0	192	0	268	CDS	CDS
AT1G04160-AT5G43900	37-38	40-41	+IR	0	31	0	34	0	56	6	230	2	191	2	314	CDS	CDS
AT1G53910-AT3G14230	1-2	1-2	-ALTD	0	455	0	511	0	745	268	43	232	35	379	80	CDS	CDS
AT1G53910-AT3G14230	1-2	1-2	-ALTA	4	451	7	504	13	732	0	311	0	267	0	459	CDS	CDS
AT1G53910-AT3G14230	1-2	1-2	-ALTA;-ALTD	0	455	0	511	0	745	34	277	24	243	63	396	CDS	CDS
AT1G53910-AT3G14230	1-2	1-2	+IR	11	444	46	465	63	682	7	304	8	259	14	445	CDS	CDS
AT1G06040-AT2G31380	1-2	1-2	-ALTA	4	3482	3	3114	7	5780	0	1167	0	751	0	2064	CDS	CDS
AT1G06040-AT2G31380	1-2	1-2	+IR	137	3349	36	3081	165	5622	153	1014	21	730	161	1903	CDS	CDS
AT1G06040-AT2G31380	2-3	2-3	-ALTD	1	4226	2	3670	1	7326	0	878	0	474	0	1421	CDS	CDS
AT1G06040-AT2G31380	2-3	2-3	+IR	198	4029	101	3571	324	7003	32	846	2	472	27	1394	CDS	CDS
AT3G43190-AT5G20830	11-12	11-12	+IR	0	1	0	4	0	0	3	81	1	95	2	134	CDS	CDS
AT1G02840-AT4G02430	2-3	2-3	+IR	0	693	0	813	0	1711	12	41	11	39	27	82	CDS	CDS
AT1G02840-AT4G02430	3-4	3-4	+IR	0	465	0	646	0	1120	3	44	2	54	3	81	CDS	CDS
AT1G02840-AT4G02430	6-7	6-7	+IR	4	703	2	706	3	1425	0	60	0	53	0	95	CDS	CDS
AT1G02840-AT4G02430	7-8	7-8	+IR	6	647	1	706	7	1391	0	71	0	66	0	105	CDS	CDS
AT1G14290-AT1G69640	1-2	1-2	-ALTD	0	338	0	523	0	595	1	449	1	347	8	625	CDS	CDS
AT1G14290-AT1G69640	1-2	1-2	+ALTD	3	335	1	522	3	592	0	450	0	348	0	633	CDS	CDS
AT1G14290-AT1G69640	1-2	1-2	+IR	48	290	116	407	84	511	10	440	16	332	31	602	CDS	CDS
AT1G06430-AT2G30950	2-3	2-3	+ALTD;-ALTA	0	1479	0	1619	0	2427	2	7502	5	7976	6	13052	CDS	CDS
AT1G06430-AT2G30950	2-3	2-3	+IR	0	1479	0	1619	0	2427	4	7500	1	7980	4	13054	CDS	CDS
AT1G06430-AT2G30950	3-4	3-4	+IR	4	1185	5	1252	6	1811	14	10293	5	10940	17	19050	CDS	CDS
AT1G06430-AT2G30950	4-5	4-5	+IR	0	1664	0	1559	0	2411	28	6306	6	5736	30	9503	CDS	CDS
AT4G19230-AT5G45340	4-5	4-5	+IR	0	6	0	4	0	13	1	11	9	51	10	62	CDS	CDS
AT4G19230-AT5G45340	6-7	5-6	+IR	0	5	0	9	0	17	5	4	15	44	30	48	CDS	CDS
AT4G19230-AT5G45340	6-7	5-6	-ALTD	5	0	8	1	17	0	0	9	0	59	0	78	CDS	CDS
AT2G22840-AT4G37740	2-3	2-3	+IR	29	14	32	13	49	15	0	16	0	7	0	25	CDS	CDS
AT2G22840-AT4G37740	3-4	3-4	+IR	3	47	17	46	20	69	2	33	1	10	8	35	CDS	CDS
AT1G51590-AT3G21160	4-5	4-5	+IR	0	142	0	126	0	198	2	105	3	78	7	162	CDS	CDS
AT1G51590-AT3G21160	5-6	5-6	+ALTD	3	135	13	120	15	196	6	76	9	66	16	111	CDS	CDS
AT1G51590-AT3G21160	5-6	5-6	+IR	7	131	10	123	17	194	2	80	3	72	7	120	CDS	CDS
AT1G51590-AT3G21160	6-7	6-7	+IR	5	114	2	88	5	156	7	83	4	74	8	138	CDS	CDS
AT1G51590-AT3G21160	7-8	7-8	+IR	0	167	0	150	0	198	3	128	1	108	4	212	CDS	CDS
AT1G51590-AT3G21160	8-9	8-9	+IR	5	143	1	150	3	269	3	110	1	94	1	172	CDS	CDS
AT1G51590-AT3G21160	10-11	10-11	-ALTA	0	164	0	129	0	271	2	102	5	95	1	175	CDS	CDS
AT1G51590-AT3G21160	11-12	11-12	+IR	0	154	0	130	0	231	9	118	14	115	22	184	CDS	CDS
AT1G51590-AT3G21160	12-13	12-13	+IR	0	167	0	181	0	324	1	141	1	150	1	257	CDS	CDS
AT3G27020-AT5G41000	2-3	2-3	+IR	5	259	2	327	2	472	0	27	0	27	0	40	CDS	CDS
AT3G27020-AT5G41000	2-3	2-3	+ALTA	0	264	0	329	0	474	1	26	4	23	11	29	CDS	CDS
AT3G27020-AT5G41000	3-4	3-4	+IR	0	225	0	238	0	378	5	26	2	18	6	52	CDS	CDS
AT3G27020-AT5G41000	5-6	5-6	+IR	2	342	6	398	21	577	0	28	0	39	0	59	CDS	CDS
AT1G18720-AT1G74440	1-2	1-2	+IR	203	663	266	654	375	1066	0	29	0	53	0	58	CDS	CDS
AT1G18720-AT1G74440	2-3	2-3	+IR	22	810	20	828	57	1403	0	8	0	26	0	36	CDS	CDS
AT1G18720-AT1G74440	3-4	3-4	+IR	4	791	10	802	29	1413	0	35	0	21	0	34	CDS	CDS
AT5G07710-AT5G61390	1-2	1-2	+IR	1	35	2	49	2	89	0	25	0	19	0	38	CDS	CDS
AT5G07710-AT5G61390	5-6	5-6	+IR	10	65	1	66	2	87	0	28	0	25	0	43	CDS	CDS
AT1G35580-AT4G09510	2-3	2-3	+IR	6	536	23	815	26	1251	0	85	0	83	0	158	CDS	CDS
AT1G35580-AT4G09510	4-5	4-5	+IR	0	586	0	642	0	884	14	98	3	58	5	143	CDS	CDS
AT1G35580-AT4G09510	5-6	5-6	+IR	17	454	45	647	64	834	0	72	0	74	0	144	CDS	CDS
AT1G20220-AT1G76010	2-3	2-3	+ALTA	0	807	0	766	0	1827	6	2026	3	1833	5	3966	CDS	CDS
AT1G20220-AT1G76010	4-5	4-5	+IR	3	772	2	574	6	1383	5	1637	3	1459	15	3322	CDS	CDS
AT1G20220-AT1G76010	5-6	5-6	+IR	0	853	0	559	0	1424	2	2456	1	1800	4	3808	CDS	CDS
AT1G20220-AT1G76010	5-6	5-6	-ALTA	0	853	0	559	0	1424	1	2457	1	1800	3	3809	CDS	CDS
AT1G20220-AT1G76010	10-11	8-9	-ALTD	0	476	0	353	0	1033	1	1366	1	1001	1	2457	CDS	CDS
AT1G20220-AT1G76010	10-11	8-9	+IR	10	466	2	351	12	1021	47	1320	35	967	97	2361	CDS	CDS
AT1G21740-AT1G77500	1-2	1-2	+IR	0	3	0	3	0	14	7	38	5	21	7	51	CDS	CDS
AT2G41770-AT3G57420	1-2	1-2	+IR	2	273	1	227	1	415	6	82	3	82	15	163	CDS	CDS
AT3G27560-AT5G40540	1-2	1-2	-ALTD	3	93	1	117	4	178	0	16	0	19	0	43	CDS	CDS
AT3G27560-AT5G40540	1-2	1-2	+IR	9	87	11	107	17	165	1	15	3	16	7	36	CDS	CDS
