gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT2G25170	AT	28-29	IR	9	293	10	255	16	442	na:na:+:IR
AT2G25170	AT	29-30	IR	3	261	2	246	8	443	na:na:+:IR
AT2G25170	AT	6-7	ALTA	4	166	1	140	2	217	10715867:10715886:-:ALTA
AT1G53645	AT	2-3	IR	3	171	1	92	8	244	na:na:+:IR
AT2G05120	AT	3-4	IR	30	0	14	0	41	0	na:na:+:IR
AT2G05120	AT	6-7	IR	5	38	2	36	4	70	na:na:+:IR
AT1G57770	AT	1-2	ALTD	12	722	1	771	8	1578	21395375:21395398:-:ALTD
AT1G57770	AT	1-2	IR	16	718	12	760	16	1570	na:na:+:IR
AT1G57770	AT	2-3	IR	13	411	5	359	8	606	na:na:+:IR
AT1G57770	AT	4-5	IR	37	400	31	311	43	526	na:na:+:IR
AT1G57770	AT	6-7	ALTA	4	537	2	452	2	855	21396965:21396980:-:ALTA
AT1G57770	AT	6-7	IR	22	519	7	447	21	836	na:na:+:IR
AT1G57770	AT	8-9	ALTA	4	681	2	528	9	993	21397485:21397498:+:ALTA
AT1G57770	AT	8-9	IR	17	668	2	528	25	977	na:na:+:IR
AT1G57770	AT	9-10	IR	1	866	2	729	4	1456	na:na:+:IR
AT4G21160	AT	1-2	ALTD	56	245	58	296	86	408	11284236:11284353:+:ALTD
AT4G21160	AT	1-2	IR	36	265	42	312	45	449	na:na:+:IR
AT4G21160	AT	3-4	IR	2	251	7	292	9	429	na:na:+:IR
AT4G21160	AT	4-5	IR	4	260	3	307	5	417	na:na:+:IR
AT4G21160	AT	6-7	IR	2	298	6	335	4	417	na:na:+:IR
AT4G21160	AT	7-8	ALTA	32	249	35	277	54	400	11286065:11286067:-:ALTA
AT4G21160	AT	7-8	IR	1	280	1	311	5	449	na:na:+:IR
AT4G21160	AT	8-9	IR	9	172	13	277	16	365	na:na:+:IR
AT1G74780	AT	1-2	ALTD	2	67	3	58	2	76	28096393:28096696:+:ALTD
AT1G74780	AT	1-2	IR	1	68	2	59	5	73	na:na:+:IR
AT1G20650	AT	2-3	IR	9	332	6	467	11	556	na:na:+:IR
AT1G20650	AT	3-4	IR	73	317	25	430	66	496	na:na:+:IR
AT1G20650	AT	4-5	IR	5	270	7	394	8	456	na:na:+:IR
AT1G20650	AT	5-6	IR	18	429	7	605	18	853	na:na:+:IR
AT5G57370	AT	1-2	IR	7	99	11	97	18	168	na:na:+:IR
AT2G16900	AT	1-2	ALTD	3	81	4	70	8	106	7325494:7325885:+:ALTD
AT2G16900	AT	1-2	IR	23	61	19	55	26	88	na:na:+:IR
AT2G16900	AT	2-3	ALTA	8	76	10	68	21	139	7325030:7325159:+:ALTA
AT2G16900	AT	2-3	IR	21	63	11	67	30	130	na:na:+:IR
AT2G16900	AT	3-4	IR	3	90	2	80	2	143	na:na:+:IR
AT3G52260	AT	10-11	ALTA	30	24	23	31	47	54	19384001:19384051:-:ALTA
AT3G52260	AT	10-11	ALTP	10	44	11	43	16	85	19384001:19384051:-:ALTA;19384456:19384459:-:ALTD
AT3G52260	AT	10-11	IR	14	40	16	38	33	68	na:na:+:IR
AT3G52260	AT	11-12	IR	27	38	23	36	43	69	na:na:+:IR
AT3G52260	AT	2	CRIN	2	425	2	459	4	824	19386124:19386209:-:CRIN
AT3G52260	AT	2	CRIN	29	398	40	421	57	771	19386126:19386211:-:CRIN
AT3G52260	AT	2-2	CREX	3	424	3	458	2	826	19386126:19386211:+:CREX
AT3G52260	AT	2-3	ALTD	45	1	67	1	105	2	19386094:19386097:-:ALTD
AT3G52260	AT	7-8	IR	4	54	8	56	24	81	na:na:+:IR
AT4G25420	AT	1-2	IR	13	22	5	17	8	21	na:na:+:IR
AT4G20410	AT	1-2	IR	4	470	2	709	4	1111	na:na:+:IR
AT4G20410	AT	2-3	IR	17	318	26	539	46	816	na:na:+:IR
AT4G20410	AT	3-4	IR	20	214	6	253	20	432	na:na:+:IR
AT4G20410	AT	6-7	IR	5	309	5	353	9	445	na:na:+:IR
AT4G20410	AT	7-8	IR	1	292	2	343	9	487	na:na:+:IR
AT5G66180	AT	1-2	IR	1	32	1	47	1	82	na:na:+:IR
AT5G66180	AT	3-4	IR	4	33	5	28	12	60	na:na:+:IR
AT5G66180	AT	5-6	ALTD	1	50	1	57	3	81	26450050:26450059:-:ALTD
AT5G66180	AT	6-7	IR	1	39	3	46	10	86	na:na:+:IR
AT5G66180	AT	7-8	IR	8	27	16	48	29	55	na:na:+:IR
AT5G66180	AT	8-9	IR	5	50	3	53	14	89	na:na:+:IR
AT1G79000	AT	1-2	ALTA	38	32	35	26	58	53	29724122:29724124:+:ALTA
AT1G79000	AT	11-12	IR	11	175	6	162	12	267	na:na:+:IR
AT1G79000	AT	13-14	IR	5	162	1	128	8	283	na:na:+:IR
AT1G79000	AT	14-15	IR	3	213	1	180	4	393	na:na:+:IR
AT1G79000	AT	15-16	IR	1	216	2	210	3	391	na:na:+:IR
AT1G79000	AT	16-17	IR	9	284	2	209	5	337	na:na:+:IR
AT1G79000	AT	18-19	IR	482	0	398	0	739	0	na:na:+:IR
AT1G79000	AT	5-6	ALTD	13	140	4	80	15	152	29722559:29722630:-:ALTD
AT1G79000	AT	7-8	IR	1	187	2	139	4	248	na:na:+:IR
AT3G19740	AT	12-13	IR	2	185	2	125	1	279	na:na:+:IR
AT3G19740	AT	14-15	ALTD	6	155	3	89	11	189	6858319:6858352:+:ALTD
AT3G19740	AT	14-15	IR	5	156	7	85	3	197	na:na:+:IR
AT3G19740	AT	15-16	IR	4	134	5	93	6	257	na:na:+:IR
AT3G19740	AT	20-21	IR	1	184	1	123	3	269	na:na:+:IR
AT3G19740	AT	23-24	IR	2	176	3	100	6	216	na:na:+:IR
AT3G19740	AT	4-5	ALTD	2	122	1	58	1	155	6861934:6861948:+:ALTD
AT1G73060	AT	10-11	ALTD	1	1467	1	1273	1	2675	27480933:27480936:+:ALTD
AT1G73060	AT	10-11	ALTA	5	1463	3	1271	1	2675	27481021:27481030:+:ALTA
AT1G73060	AT	10-11	IR	1	1467	1	1273	1	2675	na:na:+:IR
AT1G73060	AT	3-4	ALTP	2	1367	1	1182	1	2281	27479576:27479577:+:ALTD;27479661:27479661:-:ALTA
AT1G73060	AT	3-4	IR	9	1360	9	1174	19	2263	na:na:+:IR
AT1G73060	AT	4-5	IR	4	1125	1	898	2	1708	na:na:+:IR
AT1G73060	AT	6-7	IR	3	1720	6	1455	5	2302	na:na:+:IR
AT1G73060	AT	7-8	ALTA	39	1214	44	1065	59	1890	27480380:27480384:+:ALTA
AT1G73060	AT	7-8	IR	2	1251	7	1102	6	1943	na:na:+:IR
AT1G73060	AT	8-9	ALTP	6	1511	5	1372	5	2471	27480433:27480487:-:ALTD;27480543:27480583:+:ALTA
AT1G73060	AT	8-9	ALTA	4	1513	2	1375	6	2470	27480562:27480583:+:ALTA
AT1G73060	AT	8-9	ALTA	20	1497	28	1349	42	2434	27480584:27480587:-:ALTA
AT1G73060	AT	8-9	IR	43	1474	49	1328	55	2421	na:na:+:IR
AT1G73060	AT	9-10	IR	22	1284	22	1106	36	2193	na:na:+:IR
AT5G22380	AT	1-2	IR	4	9	3	1	6	10	na:na:+:IR
AT5G38250	AT	2-3	ALTA	13	4	6	4	7	5	15281674:15281715:+:ALTA
AT5G38250	AT	2-3	IR	4	13	4	6	5	7	na:na:+:IR
AT5G38250	AT	3-4	IR	22	0	21	0	15	0	na:na:+:IR
AT3G18830	AT	2-3	ALTA	3	288	8	455	4	418	6490274:6490294:+:ALTA
AT3G18830	AT	2-3	IR	4	287	7	456	9	413	na:na:+:IR
AT3G18830	AT	3-4	IR	33	236	24	432	75	390	na:na:+:IR
AT1G72330	AT	7-8	ALTD	18	0	31	0	45	0	27235004:27235042:-:ALTD
AT1G15270	AT	2-3	ALTP	2	3621	2	4505	2	10732	5251492:5251493:+:ALTA;5251845:5251846:-:ALTD
AT1G15270	AT	2-3	IR	26	3597	19	4488	40	10694	na:na:+:IR
AT1G15270	AT	3-4	ALTP	1	4338	1	4979	3	11491	5250914:5250915:+:ALTA;5251450:5251452:-:ALTD
AT1G15270	AT	3-4	IR	40	4299	35	4945	59	11435	na:na:+:IR
AT1G15270	AT	2-4	SKIP	1	8263	14	9200	40	20919	2-4
AT1G69030	AT	1-2	IR	5	122	1	128	8	214	na:na:+:IR
AT1G69030	AT	3-4	IR	11	274	3	192	5	413	na:na:+:IR
AT3G02570	AT	1-2	ALTP	5	455	1	486	6	862	544996:545015:-:ALTA;545138:545139:+:ALTD
AT3G02570	AT	1-2	ALTA	7	453	13	474	20	848	545016:545048:+:ALTA
AT3G02570	AT	1-2	IR	7	453	8	479	13	855	na:na:+:IR
AT3G02570	AT	2-3	ALTD	4	489	3	572	7	1018	544516:544847:+:ALTD
AT3G02570	AT	2-3	IR	18	475	27	548	18	1007	na:na:+:IR
AT3G02570	AT	3-4	IR	16	419	15	437	8	749	na:na:+:IR
AT3G02570	AT	4-5	IR	9	448	29	468	8	810	na:na:+:IR
AT2G32940	AT	11-12	IR	4	6	1	11	1	8	na:na:+:IR
AT2G32940	AT	12-13	IR	5	20	4	11	10	16	na:na:+:IR
AT2G32940	AT	9-10	IR	5	2	2	5	2	15	na:na:+:IR
AT1G42430	AT	1-2	IR	5	143	4	161	1	268	na:na:+:IR
AT1G42430	AT	3-4	ALTA	11	200	10	251	16	433	15892643:15892681:+:ALTA
AT1G42430	AT	3-4	IR	5	206	14	247	18	431	na:na:+:IR
AT1G42430	AT	4-5	IR	5	284	11	380	10	692	na:na:+:IR
AT1G42430	AT	5-6	IR	2	239	8	319	9	633	na:na:+:IR
AT1G42430	AT	7-8	IR	11	90	14	115	10	207	na:na:+:IR
AT1G42430	AT	9-10	IR	3	155	1	167	4	310	na:na:+:IR
AT3G45310	AT	3-4	IR	3	116	1	127	4	209	na:na:+:IR
AT3G45310	AT	6-7	IR	2	148	1	156	1	321	na:na:+:IR
AT5G63490	AT	1-2	ALTA	5	19	3	13	8	21	25421973:25421975:-:ALTA
AT5G63490	AT	10-11	ALTD	6	176	12	144	10	219	25419817:25419837:+:ALTD
AT5G63490	AT	10-11	IR	17	165	14	142	21	208	na:na:+:IR
AT5G63490	AT	11-12	IR	1	131	2	100	3	164	na:na:+:IR
AT5G63490	AT	13-14	IR	1	116	7	139	11	233	na:na:+:IR
AT5G63490	AT	14-15	IR	7	144	6	191	15	282	na:na:+:IR
AT5G63490	AT	5-6	IR	11	129	21	125	40	202	na:na:+:IR
AT5G63490	AT	6-7	ALTD	26	161	26	126	26	243	25420831:25420834:+:ALTD
AT5G63490	AT	6-7	IR	7	180	3	149	3	266	na:na:+:IR
AT5G63490	AT	7-8	IR	6	158	2	118	2	184	na:na:+:IR
AT5G06220	AT	12-13	ALTA	328	112	288	126	419	227	1883932:1883934:+:ALTA
AT5G06220	AT	13-14	IR	14	959	8	765	16	1256	na:na:+:IR
AT5G06220	AT	14-15	ALTD	7	812	11	769	22	1396	1884334:1884337:+:ALTD
AT5G06220	AT	14-15	IR	6	813	1	779	5	1413	na:na:+:IR
AT5G06220	AT	15-16	ALTA	10	600	3	464	10	806	1884703:1884714:-:ALTA
AT5G06220	AT	16-17	IR	13	604	4	535	2	964	na:na:+:IR
AT5G06220	AT	3-4	ALTA	1	363	1	368	1	644	1881172:1881201:-:ALTA
AT5G06220	AT	3-4	IR	8	356	10	359	4	641	na:na:+:IR
AT5G06220	AT	4-5	IR	2	539	5	580	8	1018	na:na:+:IR
AT5G06220	AT	5-6	IR	3	493	2	446	3	705	na:na:+:IR
AT5G06220	AT	6-7	IR	3	587	2	456	1	751	na:na:+:IR
AT5G06220	AT	7-8	ALTA	5	354	5	268	12	520	1882580:1882584:+:ALTA
AT5G06220	AT	8-9	ALTA	700	186	565	200	1052	342	1882896:1882914:+:ALTA
AT5G06220	AT	8-9	IR	186	700	200	565	342	1052	na:na:+:IR
AT5G06220	AT	9-10	ALTD	771	1	661	4	1183	27	1882941:1883037:-:ALTD
AT5G06220	AT	9-10	IR	1	771	4	661	26	1184	na:na:+:IR
AT1G78660	AT	1-2	IR	111	202	75	261	181	383	na:na:+:IR
AT1G78660	AT	10-11	IR	1	192	11	180	11	260	na:na:+:IR
AT1G78660	AT	2-3	IR	2	253	3	256	4	436	na:na:+:IR
AT1G78660	AT	4-5	IR	1	186	6	166	10	248	na:na:+:IR
AT1G78660	AT	6-7	IR	10	231	21	214	25	280	na:na:+:IR
AT1G78660	AT	7-8	IR	13	218	27	183	27	309	na:na:+:IR
AT3G58500	AT	1-2	IR	26	735	11	736	34	1359	na:na:+:IR
AT3G58500	AT	10-11	IR	3	434	1	565	2	867	na:na:+:IR
AT3G58500	AT	3-4	IR	3	668	2	664	5	1071	na:na:+:IR
AT3G58500	AT	4-5	IR	4	874	7	936	8	1355	na:na:+:IR
AT3G58500	AT	5-6	IR	3	756	5	779	5	1191	na:na:+:IR
AT3G58500	AT	6-7	IR	21	740	23	764	39	1170	na:na:+:IR
AT3G58500	AT	8-9	ALTD	4	800	1	796	3	1310	21636043:21636047:-:ALTD
AT3G58500	AT	9-10	IR	2	467	3	462	3	753	na:na:+:IR
AT2G40740	AT	1-2	IR	1	6	3	3	2	4	na:na:+:IR
AT4G36240	AT	1-2	IR	6	144	1	75	14	222	na:na:+:IR
AT5G57740	AT	3-4	ALTP	4	44	2	45	7	64	23396538:23396585:+:ALTA;23396637:23396669:-:ALTD
AT5G57740	AT	3-4	IR	9	39	8	39	16	55	na:na:+:IR
AT5G57740	AT	4-5	IR	7	16	9	28	25	43	na:na:+:IR
AT5G57740	AT	7-8	IR	1	62	1	60	5	108	na:na:+:IR
AT5G57740	AT	9-10	IR	1	53	6	69	6	85	na:na:+:IR
AT3G48090	AT	2-3	IR	7	202	5	202	9	323	na:na:+:IR
AT3G48090	AT	3-4	IR	3	186	3	200	15	341	na:na:+:IR
AT5G66510	AT	1-2	IR	3	667	2	588	6	1201	na:na:+:IR
AT5G66510	AT	2-3	ALTA	776	18	573	19	1232	12	26550713:26550745:-:ALTA
AT5G66510	AT	2-3	IR	17	777	18	574	10	1234	na:na:+:IR
AT4G23140	AT	1-2	ALTA	1	77	1	55	2	91	12122382:12122384:+:ALTA
AT4G23140	AT	1-2	IR	4	74	4	52	9	84	na:na:+:IR
AT4G23140	AT	2-3	ALTA	8	110	6	135	14	172	12122623:12122625:-:ALTA
AT4G23140	AT	2-3	IR	3	115	1	140	3	183	na:na:+:IR
AT4G23140	AT	3-4	IR	4	180	3	155	8	261	na:na:+:IR
AT4G23140	AT	4-5	ALTD	7	153	1	117	1	177	12122965:12123055:-:ALTD
AT4G23140	AT	4-5	IR	25	135	22	96	28	150	na:na:+:IR
AT4G23140	AT	5-6	ALTA	155	8	97	5	162	9	12123459:12123476:-:ALTA
AT4G23140	AT	5-6	IR	4	159	2	100	7	164	na:na:+:IR
AT4G23140	AT	6-7	IR	4	163	4	98	15	152	na:na:+:IR
AT3G49320	AT	5-6	IR	1	60	3	42	10	86	na:na:+:IR
AT3G04160	AT	1-3	ALTA	30	486	27	448	47	929	1092757:1092796:+:ALTA
AT3G04160	AT	2-3	IR	39	0	38	0	75	0	na:na:+:IR
AT3G04160	AT	4-5	IR	1	29	1	26	5	55	na:na:+:IR
AT3G04160	AT	5-6	IR	12	32	8	23	28	47	na:na:+:IR
AT4G30950	AT	1-2	IR	12	4878	8	5089	2	10699	na:na:+:IR
AT4G30950	AT	2-3	IR	18	4393	9	4573	33	9707	na:na:+:IR
AT4G30950	AT	6-7	ALTA	1	3171	1	2637	2	5105	15058142:15058174:-:ALTA
AT4G30950	AT	6-7	ALTA	2	3170	5	2633	12	5095	15058147:15058174:-:ALTA
AT4G30950	AT	7-8	IR	11	4666	5	4056	15	7278	na:na:+:IR
AT4G30950	AT	8-9	IR	4	4278	1	3774	12	7104	na:na:+:IR
AT5G50915	AT	1-2	IR	15	107	3	95	21	198	na:na:+:IR
AT5G50915	AT	5-6	ALTA	5	129	1	109	7	229	20711068:20711086:+:ALTA
AT5G50915	AT	5-6	IR	2	132	5	105	24	212	na:na:+:IR
AT5G50915	AT	6-7	IR	16	124	7	99	48	225	na:na:+:IR
AT5G50915	AT	7-8	IR	13	56	12	56	42	88	na:na:+:IR
AT1G02410	AT	1-2	ALTA	2	170	3	215	1	341	491234:491238:-:ALTA
AT1G02410	AT	1-2	IR	16	156	10	208	23	319	na:na:+:IR
AT1G02410	AT	5-6	IR	10	173	9	179	15	283	na:na:+:IR
AT3G03220	AT	1-2	IR	7	118	1	104	14	210	na:na:+:IR
AT1G48170	AT	1-2	IR	2	83	2	120	4	196	na:na:+:IR
AT1G48175	AT	1-2	IR	23	14	18	14	34	21	na:na:+:IR
AT1G48175	AT	2-3	IR	26	20	19	33	20	52	na:na:+:IR
AT1G48175	AT	3-4	IR	32	33	28	40	34	74	na:na:+:IR
AT3G20000	AT	1-2	IR	14	419	8	234	20	780	na:na:+:IR
AT3G20000	AT	10-11	IR	7	709	6	333	17	1019	na:na:+:IR
AT3G20000	AT	4-5	ALTP	3	751	1	395	3	1091	6968750:6968752:-:ALTD;6968858:6968860:+:ALTA
AT3G20000	AT	6-7	IR	109	580	28	357	115	956	na:na:+:IR
AT3G20000	AT	7-8	IR	22	608	10	314	31	970	na:na:+:IR
AT3G20000	AT	8-9	IR	4	543	2	287	13	865	na:na:+:IR
AT3G20000	AT	9-10	IR	1	376	1	215	8	618	na:na:+:IR
AT3G51100	AT	1-2	ALTA	21	217	9	248	23	485	18981619:18981648:-:ALTA
AT3G51100	AT	1-2	IR	13	225	5	252	23	485	na:na:+:IR
AT3G51100	AT	2-3	IR	8	174	4	208	16	325	na:na:+:IR
AT3G51100	AT	4-5	IR	9	233	5	176	8	335	na:na:+:IR
AT5G52210	AT	1-2	ALTD	6	85	1	176	5	203	21205061:21205225:+:ALTD
AT5G52210	AT	1-2	IR	16	75	9	168	20	188	na:na:+:IR
AT5G52210	AT	3-4	IR	13	81	16	116	18	132	na:na:+:IR
AT1G58340	AT	1-2	IR	3	0	1	1	1	4	na:na:+:IR
AT1G59960	AT	1-2	IR	2	76	1	60	4	70	na:na:+:IR
AT1G54510	AT	1-2	IR	6	12	3	4	14	23	na:na:+:IR
AT1G54510	AT	10-11	IR	4	14	8	9	10	24	na:na:+:IR
AT1G54510	AT	11-12	IR	1	23	2	16	1	23	na:na:+:IR
AT4G28910	AT	2-3	IR	6	193	7	154	16	359	na:na:+:IR
AT4G28910	AT	3-4	ALTA	2	264	2	221	5	392	14264680:14264715:-:ALTA
AT4G28910	AT	3-4	ALTA	16	250	5	218	16	381	14264704:14264715:-:ALTA
AT4G28910	AT	3-4	IR	15	251	18	205	19	378	na:na:+:IR
AT4G28910	AT	1-3	SKIP	164	2968	152	2506	282	5367	1-3
AT3G59750	AT	1-2	IR	22	0	14	0	9	1	na:na:+:IR
AT5G20120	AT	1-2	IR	1	82	13	119	23	182	na:na:+:IR
AT5G20120	AT	2	CRIN	1	695	1	950	5	1284	6795763:6795864:-:CRIN
AT5G20120	AT	2-3	IR	13	136	3	173	5	215	na:na:+:IR
AT5G20120	AT	4-5	IR	6	98	6	138	8	182	na:na:+:IR
AT2G46370	AT	1-2	ALTD	367	5	385	8	641	16	19033868:19034264:-:ALTD
AT2G46370	AT	1-2	ALTD	3	369	6	387	6	651	19033951:19034264:-:ALTD
AT2G46370	AT	1-2	IR	2	370	2	391	9	648	na:na:+:IR
AT2G46370	AT	2-3	IR	6	328	3	322	14	488	na:na:+:IR
AT2G46370	AT	4-5	IR	19	402	6	343	24	588	na:na:+:IR
AT4G27130	AT	1-2	IR	1	302	1	446	3	675	na:na:+:IR
AT1G68810	AT	1-2	IR	5	73	3	78	4	139	na:na:+:IR
AT3G21755	AT	1-2	ALTA	14	59	4	59	11	103	7666947:7667043:-:ALTA
AT3G21755	AT	1-2	IR	38	35	33	30	58	56	na:na:+:IR
AT4G33360	AT	1-2	ALTA	2	130	2	75	7	219	16068998:16069002:+:ALTA
AT4G33360	AT	1-2	IR	2	130	2	75	4	222	na:na:+:IR
AT4G33360	AT	2-3	IR	5	98	2	80	4	171	na:na:+:IR
AT4G33360	AT	3-4	IR	6	131	6	117	17	283	na:na:+:IR
AT4G33360	AT	4-5	ALTA	5	190	1	107	1	227	16068130:16068146:+:ALTA
AT5G51740	AT	2-3	IR	11	49	4	36	11	86	na:na:+:IR
AT1G42980	AT	10-11	IR	3	3	4	0	1	0	na:na:+:IR
AT1G42980	AT	11-12	IR	2	0	1	0	5	0	na:na:+:IR
AT1G42980	AT	9-10	IR	3	0	3	0	1	0	na:na:+:IR
AT1G71010	AT	10-11	IR	6	161	4	167	13	276	na:na:+:IR
AT1G71010	AT	3-4	IR	2	77	2	47	1	124	na:na:+:IR
AT5G48180	AT	1-2	IR	28	807	12	1123	37	1231	na:na:+:IR
AT1G62880	AT	1-2	IR	1	66	1	83	1	100	na:na:+:IR
AT3G16950	AT	1-2	IR	3	115	2	98	2	207	na:na:+:IR
AT3G16950	AT	15-16	IR	221	16	276	17	469	15	na:na:+:IR
AT3G16950	AT	7-8	IR	8	137	2	141	3	268	na:na:+:IR
AT5G51290	AT	10-11	ALTA	3	127	3	110	5	196	20844954:20844967:-:ALTA
AT5G51290	AT	10-11	IR	42	88	46	67	60	141	na:na:+:IR
AT5G51290	AT	12-13	IR	1	113	2	123	4	175	na:na:+:IR
AT5G51290	AT	2-3	IR	1	51	1	66	1	101	na:na:+:IR
AT5G51290	AT	3-4	IR	9	59	7	55	6	76	na:na:+:IR
AT5G51290	AT	4-5	IR	1	88	6	89	6	149	na:na:+:IR
AT5G51290	AT	5-6	IR	2	30	18	38	12	84	na:na:+:IR
AT5G51290	AT	6-7	IR	71	46	40	54	58	87	na:na:+:IR
AT5G51290	AT	7-8	IR	15	79	23	60	21	97	na:na:+:IR
AT5G51290	AT	8-9	IR	28	49	48	66	46	89	na:na:+:IR
AT5G51290	AT	9-10	ALTA	7	98	10	107	17	143	20845207:20845211:+:ALTA
AT5G51290	AT	9-10	IR	61	44	71	46	87	73	na:na:+:IR
AT5G51290	AT	4-6	SKIP	4	1301	1	1392	3	2061	4-6
AT3G56570	AT	2-3	ALTA	3	0	3	2	6	9	20959198:20959201:+:ALTA
AT1G34750	AT	1-2	IR	22	105	29	62	34	136	na:na:+:IR
AT1G34750	AT	3-4	ALTA	3	62	2	39	1	56	12737202:12737207:-:ALTA
AT1G34750	AT	4-5	IR	1	116	5	86	3	164	na:na:+:IR
AT1G34750	AT	5-6	IR	9	149	5	134	15	236	na:na:+:IR
AT5G54580	AT	1-2	IR	5	804	2	650	6	1424	na:na:+:IR
AT5G54580	AT	2-3	ALTA	1	597	2	516	2	1148	22172320:22172328:+:ALTA
AT5G54585	AT	1-2	IR	269	351	106	723	324	774	na:na:+:IR
AT1G24300	AT	6-7	ALTA	17	92	14	43	31	98	8617438:8617452:-:ALTA
AT1G24300	AT	7-8	ALTA	1	111	1	90	5	173	8615162:8615188:+:ALTA
AT1G24300	AT	7-8	IR	2	110	1	90	10	168	na:na:+:IR
AT5G12250	AT	1-2	IR	11	1872	5	2074	37	3776	na:na:+:IR
AT5G12250	AT	3-4	IR	24	962	8	1128	27	1785	na:na:+:IR
AT1G68100	AT	2-3	IR	4	74	8	92	7	159	na:na:+:IR
AT1G68100	AT	3-4	IR	9	101	8	85	9	161	na:na:+:IR
AT1G68100	AT	4-5	IR	5	102	11	81	12	154	na:na:+:IR
AT1G68100	AT	5-6	IR	2	149	1	127	7	208	na:na:+:IR
AT1G68100	AT	6-7	IR	13	139	7	187	11	262	na:na:+:IR
AT1G68100	AT	7-8	ALTD	15	85	13	82	19	113	25523237:25523240:+:ALTD
AT1G68100	AT	9-10	IR	2	96	3	118	7	179	na:na:+:IR
AT1G26230	AT	1-2	ALTA	18	133	18	145	61	264	9075032:9075035:-:ALTA
AT1G26230	AT	1-2	IR	17	134	20	143	34	291	na:na:+:IR
AT1G26230	AT	10-11	IR	22	213	13	194	25	403	na:na:+:IR
AT1G26230	AT	11-12	IR	11	295	10	243	17	508	na:na:+:IR
AT1G26230	AT	12-13	IR	1	198	3	172	6	354	na:na:+:IR
AT1G26230	AT	3-4	ALTD	43	202	37	217	71	448	9074678:9074685:-:ALTD
AT1G26230	AT	4-5	ALTA	1	211	1	195	1	407	9074397:9074423:+:ALTA
AT1G26230	AT	4-5	IR	5	207	3	193	9	399	na:na:+:IR
AT1G26230	AT	6-7	IR	7	195	3	188	11	366	na:na:+:IR
AT1G26230	AT	7-8	IR	29	159	20	139	46	268	na:na:+:IR
AT1G26230	AT	8-9	IR	10	155	4	143	18	304	na:na:+:IR
AT1G26230	AT	9-10	ALTA	1	295	4	256	6	498	9073117:9073120:-:ALTA
AT1G26230	AT	9-10	IR	136	160	120	140	198	306	na:na:+:IR
AT5G26210	AT	1-2	IR	11	331	4	466	11	670	na:na:+:IR
AT5G26210	AT	2-3	IR	49	363	27	470	86	740	na:na:+:IR
AT5G26210	AT	3-4	IR	31	416	6	425	12	640	na:na:+:IR
AT5G52980	AT	1-2	IR	6	102	7	63	8	132	na:na:+:IR
AT1G71900	AT	8-9	IR	3	131	1	118	4	229	na:na:+:IR
AT4G08810	AT	1	CRIN	5	3475	2	3714	5	6993	5617412:5617540:-:CRIN
AT5G50160	AT	1-2	IR	17	260	7	209	5	565	na:na:+:IR
AT5G50160	AT	3-4	ALTA	2	208	1	177	7	354	20416521:20416527:-:ALTA
AT5G50160	AT	3-4	IR	73	137	62	116	110	251	na:na:+:IR
AT5G50160	AT	4	CRIN	4	4021	6	3092	12	6755	20416554:20416648:-:CRIN
AT5G50160	AT	5-6	IR	10	248	8	210	15	436	na:na:+:IR
AT5G50160	AT	7-8	IR	15	390	7	297	18	607	na:na:+:IR
AT5G58370	AT	10-11	IR	59	71	21	43	34	111	na:na:+:IR
AT5G58370	AT	3-4	IR	2	230	2	141	1	299	na:na:+:IR
AT5G58370	AT	4-5	ALTA	5	178	2	144	2	260	23594655:23594658:-:ALTA
AT5G58370	AT	4-5	IR	5	178	1	145	2	260	na:na:+:IR
AT5G58370	AT	6-7	IR	15	167	11	97	27	234	na:na:+:IR
AT5G58370	AT	9-10	IR	4	190	2	102	3	230	na:na:+:IR
AT5G58375	AT	1-2	IR	8	170	9	198	18	301	na:na:+:IR
AT5G14280	AT	3-4	IR	85	0	56	0	101	0	na:na:+:IR
AT3G29375	AT	1-2	IR	271	0	160	0	454	0	na:na:+:IR
AT3G29375	AT	4-5	IR	23	252	7	162	26	400	na:na:+:IR
AT3G29375	AT	5-6	ALTA	6	217	3	180	4	441	11281552:11281583:+:ALTA
AT3G29375	AT	5-6	IR	10	213	5	178	15	430	na:na:+:IR
AT1G04020	AT	10-11	IR	9	70	2	30	3	76	na:na:+:IR
AT1G04020	AT	11-12	IR	1	45	2	41	1	62	na:na:+:IR
AT1G04020	AT	12-13	IR	1	33	1	32	2	53	na:na:+:IR
AT1G04020	AT	5-6	ALTA	40	12	19	3	37	20	1037921:1037923:-:ALTA
AT4G31270	AT	2-3	IR	25	40	18	90	43	114	na:na:+:IR
AT5G49630	AT	2-3	IR	5	348	5	231	6	529	na:na:+:IR
AT5G49630	AT	3-4	IR	14	322	4	185	15	454	na:na:+:IR
AT5G49630	AT	4-5	ALTA	6	177	5	109	3	323	20143896:20143910:+:ALTA
AT5G49630	AT	4-5	IR	1	182	6	108	13	313	na:na:+:IR
AT5G49630	AT	5-6	IR	35	387	22	210	71	575	na:na:+:IR
AT2G42280	AT	2-3	IR	4	95	4	80	4	168	na:na:+:IR
AT2G42280	AT	3-4	IR	28	78	11	79	22	129	na:na:+:IR
AT2G42280	AT	4-5	IR	1	107	3	133	12	198	na:na:+:IR
